LON	LAT	TIPO	name	alt_name
-16.6406326996271	28.3818930074637	CAPTA-GALERÍA CONVENCIONAL	Galería la Chaurera	
-16.6255838584803	28.3787342068657	CAPTA-GALERÍA CONVENCIONAL	Galería Molinos	Galería Barranco de los Caballos
-16.6246030689422	28.3746396211466	CAPTA-GALERÍA CONVENCIONAL	Galería el Bucio	
-16.6271893360244	28.3802943824305	CAPTA-GALERÍA CONVENCIONAL	Galería el Arroyo	Galería la Escalera
-16.6431978760972	28.3761855295438	CAPTA-GALERÍA CONVENCIONAL	Galería los Canarios	Galería las Monjas
-16.6369529410357	28.3648804495859	CAPTA-GALERÍA CONVENCIONAL	Galería Vitoria	
-16.6229422836614	28.3660858414007	CAPTA-GALERÍA CONVENCIONAL	Galería Monte Linares	
-16.6315809873994	28.3705402273528	CAPTA-GALERÍA CONVENCIONAL	Galería Fuente de las Mesas	
-16.6283324089765	28.3615994020237	CAPTA-GALERÍA CONVENCIONAL	Galería la Peña 2	
-16.6803893014433	28.3572945906489	CAPTA-GALERÍA CONVENCIONAL	Galería Miradero de Santa Barbara	
-16.6811717253261	28.3687462772007	CAPTA-GALERÍA CONVENCIONAL	Galería Hoya del Ebro	
-16.5808961418761	28.401912450594	CAPTA-GALERÍA CONVENCIONAL	Galería el Pueblo	Galería Baja
-16.6491106292488	28.373848894496	CAPTA-GALERÍA CONVENCIONAL	Galería el Laurel	
-16.4684546823763	28.4253007959182	CAPTA-GALERÍA CONVENCIONAL	Galería Cascada de la Vera	
-16.423292194734	28.3835243712887	CAPTA-GALERÍA CONVENCIONAL	Galería Chese Viejo	
-16.5973989193473	28.3882187302621	CAPTA-GALERÍA CONVENCIONAL	Galería Sanabria	
-16.4604229431293	28.43814871037	CAPTA-GALERÍA CONVENCIONAL	Galería San Antonio	Galería los Huesos
-16.4609082944702	28.4169886260289	CAPTA-GALERÍA CONVENCIONAL	Galería María García	
-16.4642323211805	28.4218986847746	CAPTA-GALERÍA CONVENCIONAL	Galería Salto de los Leres	Galería los Barbusanos
-16.4586148935497	28.4209662229113	CAPTA-GALERÍA CONVENCIONAL	Galería el Chofillo	
-16.4540949279437	28.436086543771	CAPTA-GALERÍA CONVENCIONAL	Galería la Victoria de Acentejo	Galería Acentejo
-16.4488842462026	28.4148427719345	CAPTA-GALERÍA CONVENCIONAL	Galería Salto Morisco	Galería Salto de los Risquejos
-16.4591369539583	28.4337221503356	CAPTA-GALERÍA CONVENCIONAL	Galería Boadilla	
-16.4508754164038	28.4156338332118	CAPTA-GALERÍA CONVENCIONAL	Galería Dornajos 2	
-16.6473402591376	28.3702152840783	CAPTA-GALERÍA CONVENCIONAL	Galería San Agustín	
-16.467160937535	28.4232840967011	CAPTA-GALERÍA CONVENCIONAL	Galería Fuentenueva	
-16.6211729906897	28.3765486039826	CAPTA-GALERÍA CONVENCIONAL	Galería la Fajana 2	
-16.4605704775732	28.4169200492992	CAPTA-GALERÍA CONVENCIONAL	Galería Unión de María García	
-16.4753295414714	28.4241253997586	CAPTA-GALERÍA CONVENCIONAL	Galería el Loro	Galería Unión Santa Úrsula; Galería los Charcos
-16.4770260971708	28.4198471608571	CAPTA-GALERÍA CONVENCIONAL	Galería Río de la Fuente 2	
-16.4677420166219	28.4173032093635	CAPTA-GALERÍA CONVENCIONAL	Galería el Chorrillo	
-16.489632191338	28.4175528229531	CAPTA-GALERÍA CONVENCIONAL	Galería Hoya del Porvenir	
-16.480889180643	28.4164839642564	CAPTA-GALERÍA CONVENCIONAL	Galería los Lances	
-16.5094292208132	28.4134540223497	CAPTA-GALERÍA CONVENCIONAL	Galería la Cisterna	
-16.4541059196928	28.4570427287836	CAPTA-GALERÍA CONVENCIONAL	Galería la Atalaya	
-16.622831834284	28.3688848483535	CAPTA-GALERÍA CONVENCIONAL	Galería Dula de Gaimora	
-16.6629532073434	28.3650981826673	CAPTA-GALERÍA CONVENCIONAL	Galería la Gotera	
-16.4668341754561	28.4232785928375	CAPTA-GALERÍA CONVENCIONAL	Galería Cuevas de la Vera	
-16.4358162814263	28.4736988366611	CAPTA-GALERÍA CONVENCIONAL	Galería Aguas del Sauzal	
-16.2761742671903	28.5105260225279	CAPTA-GALERÍA CONVENCIONAL	Galería Porvenir de Tahodio	
-16.2001107434144	28.5410484891896	CAPTA-GALERÍA CONVENCIONAL	Galería el Bailadero	
-16.1980606150485	28.5332956322029	CAPTA-GALERÍA CONVENCIONAL	Galería Aguas de San Andrés	
-16.1913623609093	28.5447447605808	CAPTA-GALERÍA CONVENCIONAL	Galería el Arroyo	
-16.2228276861615	28.5504308333024	CAPTA-GALERÍA CONVENCIONAL	Galería el Torrente	
-16.2307928139887	28.532172585411	CAPTA-GALERÍA CONVENCIONAL	Galería Chabuco	
-16.2641537061967	28.5247180319581	CAPTA-GALERÍA CONVENCIONAL	Galería los Pinos	
-16.2489489737345	28.5265735216733	CAPTA-GALERÍA CONVENCIONAL	Galería los Catalanes	
-16.3056512402364	28.4763918394275	CAPTA-GALERÍA CONVENCIONAL	Galería Salto de las Viejas	Galería Del Viejo; Galería Cañadas
-16.6742994236127	28.3800846437329	CAPTA-GALERÍA CONVENCIONAL	Galería Barranco de las Animas	
-16.3885008795973	28.4741360601025	CAPTA-GALERÍA CONVENCIONAL	Galería Melchor Álvarez	Galería Cruz del Monte
-16.854696542991	28.3555129130916	CAPTA-GALERÍA CONVENCIONAL	Galería Río Listán	
-16.4229848930013	28.4712074019889	CAPTA-GALERÍA CONVENCIONAL	Galería Canal de los Sauces	Galería los Manzaneros
-16.4210263977035	28.4889442293849	CAPTA-GALERÍA CONVENCIONAL	Galería Guayonje	
-16.4130489605613	28.4728904135245	CAPTA-GALERÍA CONVENCIONAL	Galería Salto de las Higueras	
-16.2932488659019	28.5030450044155	CAPTA-GALERÍA CONVENCIONAL	Galería Once de Junio	
-16.3206083239579	28.5127548517869	CAPTA-GALERÍA CONVENCIONAL	Galería el Palomar	
-16.3619761315403	28.4988988606183	CAPTA-GALERÍA CONVENCIONAL	Galería Codezal	
-16.3601276987724	28.5037368504271	CAPTA-GALERÍA CONVENCIONAL	Galería la Padilla	
